BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201001,4,600,201001,4,900,36118.0,209438,ARKANSAS,5.0,2010,January,Winter Weather,Z,75,CHICOT,JAN,04-JAN-10 06:00:00,CST-6,04-JAN-10 09:00:00,0,0,0,0,5.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"During the morning and early afternoon of the 4th, an area of low pressure aloft pushed across the ArkLaMiss region. There was enough cold air, and associated moisture, to bring about a mix bag of light freezing drizzle and light snow flurries. Some of the light freezing rain caused some morning accidents across Ashley and Chicot Counties.",Freezing drizzle was reported across the county during the morning. A few roads had developed some slick spots and one accident was reported west of Lake Village on Highway 82.,CSV
201102,4,400,201102,4,1000,49623.0,291178,ARKANSAS,5.0,2011,February,Ice Storm,Z,75,CHICOT,JAN,04-FEB-11 04:00:00,CST-6,04-FEB-11 10:00:00,0,0,0,0,100.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"An ice storm developed across the area on February 3rd into the early morning hours of the 4th. While this icing event was not devastating, the impact to travel was a major issue across the region. Thousands of accidents occurred from slick roads. Overall, most areas received 0.25 to 0.5 inches of ice accumulation from freezing rain. Additionally, some areas had a mix of precipitation with sleet accumulating. Some snow did occur, but those were just across select areas and the accumulation was mainly one inch or less.",A quarter inch of ice accumulation occurred mainly across the southern portion of the county. Roadways were slick and some accidents occurred.,CSV
201102,9,1200,201102,9,2000,48369.0,282528,ARKANSAS,5.0,2011,February,Heavy Snow,Z,74,ASHLEY,JAN,09-FEB-11 12:00:00,CST-6,09-FEB-11 20:00:00,0,0,0,0,300.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Winter precipitation struck the ArkLaMiss again for the second time in about a week. A continued cold airmass remained in place over the region thanks to several rounds of cold air intrusions over the ArkLaMiss. Moisture increased over the area ahead of an upper level disturbance. Precipitation began moving in from the west during the morning hours of Feb 9th. The Mississippi Delta saw only snow and had a dusting of snow on the ground by the noon hour. The remainder of the ArkLaMiss began as rain and slowly transitioned to a rain/snow/sleet mix as the morning and afternoon progressed. Temperatures slowly began to fall over the region and the rain transitioned to snow across the I-20 corridor by mid afternoon. As the upper level disturbance tracked east across the area, precipitation continued across the region with the Mississippi Delta continuing to see all snow.  Areas across southeast Arkansas received 2-3 inches of snow as a storm total. The wintry weather resulted in hazardous driving conditions and many accidents were reported.","Heavy snow, between 2-3 inches fell across Ashley County. Hazardous road conditions resulted with many accidents reported.",CSV
201102,9,1200,201102,9,2000,48369.0,282529,ARKANSAS,5.0,2011,February,Heavy Snow,Z,75,CHICOT,JAN,09-FEB-11 12:00:00,CST-6,09-FEB-11 20:00:00,0,0,0,0,400.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Winter precipitation struck the ArkLaMiss again for the second time in about a week. A continued cold airmass remained in place over the region thanks to several rounds of cold air intrusions over the ArkLaMiss. Moisture increased over the area ahead of an upper level disturbance. Precipitation began moving in from the west during the morning hours of Feb 9th. The Mississippi Delta saw only snow and had a dusting of snow on the ground by the noon hour. The remainder of the ArkLaMiss began as rain and slowly transitioned to a rain/snow/sleet mix as the morning and afternoon progressed. Temperatures slowly began to fall over the region and the rain transitioned to snow across the I-20 corridor by mid afternoon. As the upper level disturbance tracked east across the area, precipitation continued across the region with the Mississippi Delta continuing to see all snow.  Areas across southeast Arkansas received 2-3 inches of snow as a storm total. The wintry weather resulted in hazardous driving conditions and many accidents were reported.","Heavy snow, between 2-3 inches fell across Chicot County. Hazardous road conditions resulted with numerous accidents reported.",CSV
201112,7,330,201112,7,530,59233.0,354430,ARKANSAS,5.0,2011,December,Winter Weather,Z,75,CHICOT,JAN,07-DEC-11 03:30:00,CST-6,07-DEC-11 05:30:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"A strong cold front pushed through the region late on December sixth. Low level moisture behind the front was significant enough for light snow to fall across portions of southeast Arkansas, northeast Louisiana and the delta region of Mississippi.",Very light snow accumulated on grassy surfaces.,CSV
201101,9,800,201101,9,2000,47771.0,278411,ARKANSAS,5.0,2011,January,Heavy Snow,Z,74,ASHLEY,JAN,09-JAN-11 08:00:00,CST-6,09-JAN-11 20:00:00,0,0,0,0,75.00K,20.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"Strong and cold high pressure had settled over southeast Arkansas by January 8th, 2011 bringing cold temperatures to the region. An area of low pressure transiting the northern Gulf of Mexico on January 9th brought an influx of moisture to Arkansas that combined with the cold air mass already in place bringing heavy snow, and sleet to the region.",Heavy snow mixed with sleet began falling across the county during the early morning hours. By 11:30am 2 to 3 inches of snow had accumulated in nearby Chicot County with similar accumulations expected across Ashley County. Highest reported snow total in Ashley County was 1 inch recorded by a co-op observer in Portland.,CSV
201101,9,800,201101,9,2000,47771.0,278410,ARKANSAS,5.0,2011,January,Heavy Snow,Z,75,CHICOT,JAN,09-JAN-11 08:00:00,CST-6,09-JAN-11 20:00:00,0,0,0,0,75.00K,20.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"Strong and cold high pressure had settled over southeast Arkansas by January 8th, 2011 bringing cold temperatures to the region. An area of low pressure transiting the northern Gulf of Mexico on January 9th brought an influx of moisture to Arkansas that combined with the cold air mass already in place bringing heavy snow, and sleet to the region.","Heavy snow mixed with sleet began falling across the county during the early morning hours. By 11:30am near 2 inches of snow mixed with a little sleet had accumulated in Lake Village, with about 3 inches of snow and sleet accumulations reported in Eudora. Only snow accumulations were being reported across northern portions of the county, with snow and sleet being reported across central and southern portions of the county. Numerous cars had slid into ditches across the county by 11:30am.",CSV
201301,14,1000,201301,14,1500,70648.0,424683,ARKANSAS,5.0,2013,January,Ice Storm,Z,74,ASHLEY,JAN,14-JAN-13 10:00:00,CST-6,14-JAN-13 15:00:00,0,0,0,0,25.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"A strong cold front brought a shallow and very chilly air mass southward into the ArkLaMiss the night of January 13th. The cold air undercut relatively mild air aloft, thus setting the stage for freezing rain over northwest portions of the ArkLaMiss on January 14th. A couple periods of moderate freezing rain accompanied by thunder (which is rare) occurred with temperatures hovering near or just below 32 degrees.",A quarter inch of ice accumulated on trees and power lines around the county. A few power outages occurred as a result.,CSV
201301,14,1000,201301,14,1500,70648.0,424684,ARKANSAS,5.0,2013,January,Ice Storm,Z,75,CHICOT,JAN,14-JAN-13 10:00:00,CST-6,14-JAN-13 15:00:00,0,0,0,0,75.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"A strong cold front brought a shallow and very chilly air mass southward into the ArkLaMiss the night of January 13th. The cold air undercut relatively mild air aloft, thus setting the stage for freezing rain over northwest portions of the ArkLaMiss on January 14th. A couple periods of moderate freezing rain accompanied by thunder (which is rare) occurred with temperatures hovering near or just below 32 degrees.","Up to a half inch of ice accumulated on trees and power lines, with a quarter inch on some bridges and overpasses. Between 200-300 customers were without power in Eudora.",CSV
201301,15,800,201301,15,1500,70729.0,424792,ARKANSAS,5.0,2013,January,Ice Storm,Z,75,CHICOT,JAN,15-JAN-13 08:00:00,CST-6,15-JAN-13 15:00:00,0,0,0,0,25.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"A strong cold front brought a shallow and very chilly air mass southward into the ArkLaMiss the night of January 13th. The cold air undercut relatively mild air aloft, thus setting the stage for freezing rain over northwest portions of the ArkLaMiss on January 14th, with another round developing on January 15th. A couple periods of moderate freezing rain accompanied by thunder (which is rare) occurred with temperatures hovering near or just below 32 degrees.",A quarter inch of ice accumulated on trees and power lines across the county.,CSV
201301,15,800,201301,15,1500,70729.0,424793,ARKANSAS,5.0,2013,January,Ice Storm,Z,74,ASHLEY,JAN,15-JAN-13 08:00:00,CST-6,15-JAN-13 15:00:00,0,0,0,0,10.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"A strong cold front brought a shallow and very chilly air mass southward into the ArkLaMiss the night of January 13th. The cold air undercut relatively mild air aloft, thus setting the stage for freezing rain over northwest portions of the ArkLaMiss on January 14th, with another round developing on January 15th. A couple periods of moderate freezing rain accompanied by thunder (which is rare) occurred with temperatures hovering near or just below 32 degrees.","A quarter inch of ice accumulated on trees and power lines, mainly in the far southeastern part of the county.",CSV
201402,11,700,201402,12,700,82085.0,493633,ARKANSAS,5.0,2014,February,Ice Storm,Z,75,CHICOT,JAN,11-FEB-14 07:00:00,CST-6,12-FEB-14 07:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"A series of complex weather systems affected the ArkLaMiss on February 11-12, 2014. A strong cold front moved through during the late afternoon to evening hours of February 9th, dropping temperatures from the mid to upper 60s into the mid 30s in the northwest Delta to mid 40s along I-20 corridor to mid 50s in the southeast late Sunday night. Strong 1036mb surface high pressure continued to build into the northern and central Great Plains, aiding in northerly surface winds and colder air moving into the region. Temperatures by the evening of February 10th had fallen to near freezing in the ArkLaMiss Delta to mid 30s in the Interstate 20 corridor to low 40s in the far southeast. As temperatures continued to fall, the first upper disturbance began to moisten the atmosphere to bring potential for freezing precipitation mainly along and north of the Interstate 20 corridor.",Up to two inches of snow and sleet fell across mainly northern portions of the county.,CSV
201402,11,700,201402,12,700,82085.0,493634,ARKANSAS,5.0,2014,February,Ice Storm,Z,74,ASHLEY,JAN,11-FEB-14 07:00:00,CST-6,12-FEB-14 07:00:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"A series of complex weather systems affected the ArkLaMiss on February 11-12, 2014. A strong cold front moved through during the late afternoon to evening hours of February 9th, dropping temperatures from the mid to upper 60s into the mid 30s in the northwest Delta to mid 40s along I-20 corridor to mid 50s in the southeast late Sunday night. Strong 1036mb surface high pressure continued to build into the northern and central Great Plains, aiding in northerly surface winds and colder air moving into the region. Temperatures by the evening of February 10th had fallen to near freezing in the ArkLaMiss Delta to mid 30s in the Interstate 20 corridor to low 40s in the far southeast. As temperatures continued to fall, the first upper disturbance began to moisten the atmosphere to bring potential for freezing precipitation mainly along and north of the Interstate 20 corridor.","Up to two inches of snow and sleet fell, mainly across central portions of the county.",CSV
201502,25,1100,201502,25,1800,92953.0,557556,ARKANSAS,5.0,2015,February,Heavy Snow,Z,74,ASHLEY,JAN,25-FEB-15 11:00:00,CST-6,25-FEB-15 18:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"Multiple rounds of wintry weather had occurred prior to this snowfall event. A cold front had moved through the region four days earlier on February 21st with a cold airmass in its wake. Several waves of upper level disturbances moved through Mid-South, over the course of the next three days. The first, on the night of the 22nd, brought mostly rain to the region but some light icing occurred in the far northern Delta early on the 23rd. A second, more potent disturbance, moved through Central Mississippi during the afternoon and evening hours on the 23rd. This brought a more significant icing event to locations generally along and north of I-20, causing some power outages and accidents. ||With the cold remaining in place, the final round of wintry weather moved in on the morning of the 25th. A strong upper level disturbance moved across the region, which induced a low pressure system to move east across the northern Gulf of Mexico. With the cold air already entrenched over the region, this brought the moisture and atmospheric lift needed to generate precipitation. At first, the precipitation started as rain and freezing rain, with some light icing reported across the ArkLaMiss. As the atmosphere cooled through the late morning, the rain began to change to snow in the early afternoon across southeast Arkansas, northeast Louisiana and the Mississippi Delta. The changeover line from rain to snow slowly progressed from northwest to southeast across northern portions of the ArkLaMiss region. By the time the changeover occurred near the I-20 corridor, the precipitation was moving off to the east into Alabama. ||Those who got snow north of I-20 saw several heavier bursts, which led to some high snowfall totals. The highest totals were generally along and north of the Highway 82 corridor. Locations from Grenada to northern Lowndes County saw the highest amounts in our county warning area, with totals ranging from six to eight inches. Those who saw the higher totals also dealt with trees being weighed down by the heavy snow. This led to snapping trees and numerous power outages.",Three to four inches of snow fell across the county.,CSV
201502,25,1100,201502,25,1800,92953.0,557560,ARKANSAS,5.0,2015,February,Heavy Snow,Z,75,CHICOT,JAN,25-FEB-15 11:00:00,CST-6,25-FEB-15 18:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"Multiple rounds of wintry weather had occurred prior to this snowfall event. A cold front had moved through the region four days earlier on February 21st with a cold airmass in its wake. Several waves of upper level disturbances moved through Mid-South, over the course of the next three days. The first, on the night of the 22nd, brought mostly rain to the region but some light icing occurred in the far northern Delta early on the 23rd. A second, more potent disturbance, moved through Central Mississippi during the afternoon and evening hours on the 23rd. This brought a more significant icing event to locations generally along and north of I-20, causing some power outages and accidents. ||With the cold remaining in place, the final round of wintry weather moved in on the morning of the 25th. A strong upper level disturbance moved across the region, which induced a low pressure system to move east across the northern Gulf of Mexico. With the cold air already entrenched over the region, this brought the moisture and atmospheric lift needed to generate precipitation. At first, the precipitation started as rain and freezing rain, with some light icing reported across the ArkLaMiss. As the atmosphere cooled through the late morning, the rain began to change to snow in the early afternoon across southeast Arkansas, northeast Louisiana and the Mississippi Delta. The changeover line from rain to snow slowly progressed from northwest to southeast across northern portions of the ArkLaMiss region. By the time the changeover occurred near the I-20 corridor, the precipitation was moving off to the east into Alabama. ||Those who got snow north of I-20 saw several heavier bursts, which led to some high snowfall totals. The highest totals were generally along and north of the Highway 82 corridor. Locations from Grenada to northern Lowndes County saw the highest amounts in our county warning area, with totals ranging from six to eight inches. Those who saw the higher totals also dealt with trees being weighed down by the heavy snow. This led to snapping trees and numerous power outages.",Three to almost five inches of snow fell across the county. Dermott reported the highest amount of 4.5 inches.,CSV
201801,16,100,201801,16,1145,122803.0,735658,ARKANSAS,5.0,2018,January,Heavy Snow,Z,74,ASHLEY,JAN,16-JAN-18 01:00:00,CST-6,16-JAN-18 11:45:00,0,0,0,0,10.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,"Accumulating snow impacted the ArkLaMiss on January 16, 2018 with accumulations ranging from �� - 3 inches across much of the area. During the early morning hours on the 15th, a strong arctic cold front was quickly moving through the Central Plains towards the Deep South with an impressive 1050mb surface high pressure ushering in a brutally cold arctic airmass behind the frontal passage. Further aloft in the atmosphere, a closed cold core upper-level low was located over the Upper Midwest with a positively tilted trough axis extending to the west/southwest through the Northern Plains. A 120 kt jet streak diving into the base of the trough helped the trough dig further south and west over the Texas/Oklahoma panhandles as the closed low transitioned into an open wave. By sunrise on the 16th, the trough axis was oriented from Lake Michigan southwest through the Southern Plains with a strengthening upper-level jet stretched from northern Arkansas through Maine. This orientation allowed flow to become more backed out of the southwest which resulted in sufficient moisture return over the ArkLaMiss. At the same time, the arctic cold front had raced well ahead of the upper-level forcing with temperatures plummeting well below freezing. This set the stage for the moist southwest flow aloft to overrun the cold arctic air and produce an anafrontal band of snow as right entrance region jet dynamics overspread the area.",A mix of Snow and Sleet fell over the county. The amounts totaled to 2.0 inch of sow and 0.1 inch of sleet.,CSV
