BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199701,14,600,199701,15,1200,2057969.0,5587439,ARKANSAS,5.0,1997,January,Ice Storm,Z,59,LITTLE RIVER,SHV,14-JAN-97 06:00:00,CST,15-JAN-97 12:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"For the second time in this month another surge of Artic air plunged southward. The cold front responsible for the Artic air stalled along the Gulf Coast states and a low pressure system formed along the front in the northwestern Gulf of Mexico. The storm pushed warm moist air northward up and over the freezing ground temperatures resulting in an overrunning condition with widespread precipitation in the form of freezing rain mixed with sleet and snow. Significant ice accumulations led to highway closings in some areas.  Interstate I-49 was completely iced over and closed from Shreveport to Lafayette, Louisiana.",,PDC
199701,14,600,199701,15,1200,2057969.0,5587440,ARKANSAS,5.0,1997,January,Ice Storm,Z,60,HEMPSTEAD,SHV,14-JAN-97 06:00:00,CST,15-JAN-97 12:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"For the second time in this month another surge of Artic air plunged southward. The cold front responsible for the Artic air stalled along the Gulf Coast states and a low pressure system formed along the front in the northwestern Gulf of Mexico. The storm pushed warm moist air northward up and over the freezing ground temperatures resulting in an overrunning condition with widespread precipitation in the form of freezing rain mixed with sleet and snow. Significant ice accumulations led to highway closings in some areas.  Interstate I-49 was completely iced over and closed from Shreveport to Lafayette, Louisiana.",,PDC
199701,6,1200,199701,8,1800,2057965.0,5587399,ARKANSAS,5.0,1997,January,Ice Storm,Z,59,LITTLE RIVER,SHV,06-JAN-97 12:00:00,CST,08-JAN-97 18:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"An artic cold front swept southeastward from the northern Plains into the lower Mississippi Valley on January 6 bringing icy temperatures across the region while an upper level low over the 4 corners region pumped moisture northward across the region from the Gulf of Mexico. This warm moisture laden air rode up over the freezing ground temperatures resulting in widespread freezing rain, sleet, and snow northeast Texas, extreme southeast Oklahoma, southwest Arkansas, and northwest Louisiana.  Overall accumulations of ice and sleet was generally one to two inches along a 45 mile wide band from Reader and Lewisville, Arkansas to Marshall and Jacksonville, Texas.  Numerous power outages occurrerd from iced power lines and tree limbs across power lines.  The icy mixture moved into northwest Louisiana by the night of the 8th.  Little accumulations were noted.",,PDC
199701,6,1200,199701,8,1800,2057965.0,5587400,ARKANSAS,5.0,1997,January,Ice Storm,Z,60,HEMPSTEAD,SHV,06-JAN-97 12:00:00,CST,08-JAN-97 18:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"An artic cold front swept southeastward from the northern Plains into the lower Mississippi Valley on January 6 bringing icy temperatures across the region while an upper level low over the 4 corners region pumped moisture northward across the region from the Gulf of Mexico. This warm moisture laden air rode up over the freezing ground temperatures resulting in widespread freezing rain, sleet, and snow northeast Texas, extreme southeast Oklahoma, southwest Arkansas, and northwest Louisiana.  Overall accumulations of ice and sleet was generally one to two inches along a 45 mile wide band from Reader and Lewisville, Arkansas to Marshall and Jacksonville, Texas.  Numerous power outages occurrerd from iced power lines and tree limbs across power lines.  The icy mixture moved into northwest Louisiana by the night of the 8th.  Little accumulations were noted.",,PDC
199701,14,600,199701,15,1200,2057969.0,5587437,ARKANSAS,5.0,1997,January,Ice Storm,Z,50,SEVIER,SHV,14-JAN-97 06:00:00,CST,15-JAN-97 12:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"For the second time in this month another surge of Artic air plunged southward. The cold front responsible for the Artic air stalled along the Gulf Coast states and a low pressure system formed along the front in the northwestern Gulf of Mexico. The storm pushed warm moist air northward up and over the freezing ground temperatures resulting in an overrunning condition with widespread precipitation in the form of freezing rain mixed with sleet and snow. Significant ice accumulations led to highway closings in some areas.  Interstate I-49 was completely iced over and closed from Shreveport to Lafayette, Louisiana.",,PDC
199701,14,600,199701,15,1200,2057969.0,5587438,ARKANSAS,5.0,1997,January,Ice Storm,Z,51,HOWARD,SHV,14-JAN-97 06:00:00,CST,15-JAN-97 12:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"For the second time in this month another surge of Artic air plunged southward. The cold front responsible for the Artic air stalled along the Gulf Coast states and a low pressure system formed along the front in the northwestern Gulf of Mexico. The storm pushed warm moist air northward up and over the freezing ground temperatures resulting in an overrunning condition with widespread precipitation in the form of freezing rain mixed with sleet and snow. Significant ice accumulations led to highway closings in some areas.  Interstate I-49 was completely iced over and closed from Shreveport to Lafayette, Louisiana.",,PDC
199701,14,600,199701,15,1200,2057969.0,5587441,ARKANSAS,5.0,1997,January,Ice Storm,Z,61,NEVADA,SHV,14-JAN-97 06:00:00,CST,15-JAN-97 12:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"For the second time in this month another surge of Artic air plunged southward. The cold front responsible for the Artic air stalled along the Gulf Coast states and a low pressure system formed along the front in the northwestern Gulf of Mexico. The storm pushed warm moist air northward up and over the freezing ground temperatures resulting in an overrunning condition with widespread precipitation in the form of freezing rain mixed with sleet and snow. Significant ice accumulations led to highway closings in some areas.  Interstate I-49 was completely iced over and closed from Shreveport to Lafayette, Louisiana.",,PDC
199701,14,600,199701,15,1200,2057969.0,5587442,ARKANSAS,5.0,1997,January,Ice Storm,Z,70,MILLER,SHV,14-JAN-97 06:00:00,CST,15-JAN-97 12:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"For the second time in this month another surge of Artic air plunged southward. The cold front responsible for the Artic air stalled along the Gulf Coast states and a low pressure system formed along the front in the northwestern Gulf of Mexico. The storm pushed warm moist air northward up and over the freezing ground temperatures resulting in an overrunning condition with widespread precipitation in the form of freezing rain mixed with sleet and snow. Significant ice accumulations led to highway closings in some areas.  Interstate I-49 was completely iced over and closed from Shreveport to Lafayette, Louisiana.",,PDC
199701,6,1200,199701,8,1800,2057965.0,5587397,ARKANSAS,5.0,1997,January,Ice Storm,Z,50,SEVIER,SHV,06-JAN-97 12:00:00,CST,08-JAN-97 18:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"An artic cold front swept southeastward from the northern Plains into the lower Mississippi Valley on January 6 bringing icy temperatures across the region while an upper level low over the 4 corners region pumped moisture northward across the region from the Gulf of Mexico. This warm moisture laden air rode up over the freezing ground temperatures resulting in widespread freezing rain, sleet, and snow northeast Texas, extreme southeast Oklahoma, southwest Arkansas, and northwest Louisiana.  Overall accumulations of ice and sleet was generally one to two inches along a 45 mile wide band from Reader and Lewisville, Arkansas to Marshall and Jacksonville, Texas.  Numerous power outages occurrerd from iced power lines and tree limbs across power lines.  The icy mixture moved into northwest Louisiana by the night of the 8th.  Little accumulations were noted.",,PDC
199701,6,1200,199701,8,1800,2057965.0,5587398,ARKANSAS,5.0,1997,January,Ice Storm,Z,51,HOWARD,SHV,06-JAN-97 12:00:00,CST,08-JAN-97 18:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"An artic cold front swept southeastward from the northern Plains into the lower Mississippi Valley on January 6 bringing icy temperatures across the region while an upper level low over the 4 corners region pumped moisture northward across the region from the Gulf of Mexico. This warm moisture laden air rode up over the freezing ground temperatures resulting in widespread freezing rain, sleet, and snow northeast Texas, extreme southeast Oklahoma, southwest Arkansas, and northwest Louisiana.  Overall accumulations of ice and sleet was generally one to two inches along a 45 mile wide band from Reader and Lewisville, Arkansas to Marshall and Jacksonville, Texas.  Numerous power outages occurrerd from iced power lines and tree limbs across power lines.  The icy mixture moved into northwest Louisiana by the night of the 8th.  Little accumulations were noted.",,PDC
199701,6,1200,199701,8,1800,2057965.0,5587402,ARKANSAS,5.0,1997,January,Ice Storm,Z,70,MILLER,SHV,06-JAN-97 12:00:00,CST,08-JAN-97 18:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"An artic cold front swept southeastward from the northern Plains into the lower Mississippi Valley on January 6 bringing icy temperatures across the region while an upper level low over the 4 corners region pumped moisture northward across the region from the Gulf of Mexico. This warm moisture laden air rode up over the freezing ground temperatures resulting in widespread freezing rain, sleet, and snow northeast Texas, extreme southeast Oklahoma, southwest Arkansas, and northwest Louisiana.  Overall accumulations of ice and sleet was generally one to two inches along a 45 mile wide band from Reader and Lewisville, Arkansas to Marshall and Jacksonville, Texas.  Numerous power outages occurrerd from iced power lines and tree limbs across power lines.  The icy mixture moved into northwest Louisiana by the night of the 8th.  Little accumulations were noted.",,PDC
199701,6,1200,199701,8,1800,2057965.0,5587403,ARKANSAS,5.0,1997,January,Ice Storm,Z,71,LAFAYETTE,SHV,06-JAN-97 12:00:00,CST,08-JAN-97 18:00:00,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"An artic cold front swept southeastward from the northern Plains into the lower Mississippi Valley on January 6 bringing icy temperatures across the region while an upper level low over the 4 corners region pumped moisture northward across the region from the Gulf of Mexico. This warm moisture laden air rode up over the freezing ground temperatures resulting in widespread freezing rain, sleet, and snow northeast Texas, extreme southeast Oklahoma, southwest Arkansas, and northwest Louisiana.  Overall accumulations of ice and sleet was generally one to two inches along a 45 mile wide band from Reader and Lewisville, Arkansas to Marshall and Jacksonville, Texas.  Numerous power outages occurrerd from iced power lines and tree limbs across power lines.  The icy mixture moved into northwest Louisiana by the night of the 8th.  Little accumulations were noted.",,PDC
199812,22,1800,199812,24,2000,2151089.0,5677523,ARKANSAS,5.0,1998,December,Ice Storm,Z,70,MILLER,SHV,22-DEC-98 18:00:00,CST,24-DEC-98 20:00:00,0,0,0,0,50K,,NEWSPAPER,,,,,,,,,,,,,,,,,,,,,,,"A shallow arctic air mass spread southward across all of southwest Arkansas while low pressure formed in the Gulf of Mexico spreading warm moist air northward over the top of the artic air mass.  This resulted in widespread freezing rain, freezing drizzle, and sleet.  Overall, accumulations of ice and sleet was generally below one inch.  The ice accumulated mainly across exposed surfaces such as trees, powerlines, bridges, and overpasses.  Numerous power outages, a few automobile accidents, and a few downed trees were the result of the ice storm.",PDC
199812,22,2000,199812,24,1800,2151741.0,5677868,ARKANSAS,5.0,1998,December,Ice Storm,Z,21,JOHNSON,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,22,2000,199812,24,1800,2151741.0,5677884,ARKANSAS,5.0,1998,December,Ice Storm,Z,33,WHITE,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,22,2000,199812,24,1800,2151741.0,5677882,ARKANSAS,5.0,1998,December,Ice Storm,Z,37,SCOTT,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,22,2000,199812,24,1800,2151741.0,5677857,ARKANSAS,5.0,1998,December,Ice Storm,Z,31,CONWAY,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,22,2000,199812,24,1800,2151741.0,5677885,ARKANSAS,5.0,1998,December,Ice Storm,Z,34,WOODRUFF,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,22,2000,199812,24,1800,2151741.0,5677869,ARKANSAS,5.0,1998,December,Ice Storm,Z,64,LINCOLN,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,22,2000,199812,24,1800,2151741.0,5677881,ARKANSAS,5.0,1998,December,Ice Storm,Z,43,SALINE,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,22,2000,199812,24,1800,2151741.0,5677876,ARKANSAS,5.0,1998,December,Ice Storm,Z,52,PIKE,LZK,22-DEC-98 20:00:00,CST,24-DEC-98 18:00:00,0,0,0,0,,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"A major ice storm affected about the southern three-quarters of Arkansas as Christmas Day approached. Freezing rain and sleet developed across southern Arkansas during the evening of the 22nd...and spread north. Precipitation finally ended in southeast sections of the state during the early evening hours of the 24th. A tenth of an inch of ice or more was common south of Mena...Conway and Osceola, with up to eight tenths of an inch in parts of southeast Arkansas. Many businesses closed due to the ice, with most federal offices not open on the 23rd or 24th.  The state's largest mall shut its doors for the night at 6pm on the 23rd. Driving became hazardous, and traffic slowed significantly. At one time, a drive along Interstate 30 from Malvern to Benton...a distance of only 19 miles...took an estimated 6 to 10 hours. This was mainly due to icing and numerous accidents.  In one day, State Police investigated more than 400 accidents.  One accident on Highway 38 in Lonoke County claimed the life of a young woman during the afternoon of the 23rd.  The ice caused some power outages, with at least 2200 customers without power on the night of the 23rd.",,PDC
199812,23,930,199812,24,300,2151571.0,5674480,ARKANSAS,5.0,1998,December,Ice Storm,Z,18,GREENE,MEG,23-DEC-98 09:30:00,CST,24-DEC-98 03:00:00,0,0,0,0,1K,,LAW ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,"An ice storm moved through eastern Arkansas. Most areas saw between 1/4"" and 1/2"" of ice accumulation. A few trees were knocked down because of the ice.",,PDC
199812,22,1800,199812,24,2000,2151089.0,5677391,ARKANSAS,5.0,1998,December,Ice Storm,Z,60,HEMPSTEAD,SHV,22-DEC-98 18:00:00,CST,24-DEC-98 20:00:00,0,0,0,0,50K,,NEWSPAPER,,,,,,,,,,,,,,,,,,,,,,,"A shallow arctic air mass spread southward across all of southwest Arkansas while low pressure formed in the Gulf of Mexico spreading warm moist air northward over the top of the artic air mass.  This resulted in widespread freezing rain, freezing drizzle, and sleet.  Overall, accumulations of ice and sleet was generally below one inch.  The ice accumulated mainly across exposed surfaces such as trees, powerlines, bridges, and overpasses.  Numerous power outages, a few automobile accidents, and a few downed trees were the result of the ice storm.",PDC
