BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,DAMAGE_PROPERTY_CPI
201601,19,2200,201601,20,400,103160.0,616425,ARKANSAS,5.0,2016,January,Winter Weather,Z,23,VAN BUREN,LZK,2016-01-19 22:00:00,CST-6,2016-01-20 04:00:00,0,0,0,0,0.0,0.0,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Light freezing rain and some snowfall occurred across portions of northern Arkansas on the evening of the 19th into the morning hours of the 20th. The light freezing rain caused hazardous driving conditions in Fulton and Sharp Counties. Snowfall amounts up to 2 inches were observed in Van Buren, Searcy and Boone Counties.",Snowfall amounts of up to 2 inches were observed across the county.,CSV,0.0
201601,19,2300,201601,20,400,103160.0,616426,ARKANSAS,5.0,2016,January,Winter Weather,Z,14,STONE,LZK,2016-01-19 23:00:00,CST-6,2016-01-20 04:00:00,0,0,0,0,0.0,0.0,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Light freezing rain and some snowfall occurred across portions of northern Arkansas on the evening of the 19th into the morning hours of the 20th. The light freezing rain caused hazardous driving conditions in Fulton and Sharp Counties. Snowfall amounts up to 2 inches were observed in Van Buren, Searcy and Boone Counties.",Snowfall amounts of up to an inch were observed across the county.,CSV,0.0
201601,19,2300,201601,20,400,103160.0,616427,ARKANSAS,5.0,2016,January,Winter Weather,Z,24,CLEBURNE,LZK,2016-01-19 23:00:00,CST-6,2016-01-20 04:00:00,0,0,0,0,0.0,0.0,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Light freezing rain and some snowfall occurred across portions of northern Arkansas on the evening of the 19th into the morning hours of the 20th. The light freezing rain caused hazardous driving conditions in Fulton and Sharp Counties. Snowfall amounts up to 2 inches were observed in Van Buren, Searcy and Boone Counties.",Snowfall amounts of up to an inch were observed across the county.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617589,ARKANSAS,5.0,2016,January,Winter Weather,Z,9,CLAY,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",One to three inches fell of snow fell across the area.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617586,ARKANSAS,5.0,2016,January,Winter Storm,Z,8,RANDOLPH,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Four to six inches of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617590,ARKANSAS,5.0,2016,January,Winter Weather,Z,18,GREENE,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",One to three inches fell of snow fell across the area.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617591,ARKANSAS,5.0,2016,January,Winter Storm,Z,27,POINSETT,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Around three inches of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617592,ARKANSAS,5.0,2016,January,Winter Storm,Z,35,CROSS,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Around three inches of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617593,ARKANSAS,5.0,2016,January,Winter Storm,Z,36,CRITTENDEN,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Around three inches of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617594,ARKANSAS,5.0,2016,January,Winter Storm,Z,28,MISSISSIPPI,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Around three inches of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617653,ARKANSAS,5.0,2016,January,Winter Weather,Z,26,CRAIGHEAD,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Up to an inch of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617654,ARKANSAS,5.0,2016,January,Winter Weather,Z,48,ST. FRANCIS,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Up to an inch of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617655,ARKANSAS,5.0,2016,January,Winter Weather,Z,49,LEE,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Up to an inch of snow fell.,CSV,0.0
201601,21,2000,201601,22,1200,103338.0,617656,ARKANSAS,5.0,2016,January,Winter Weather,Z,58,PHILLIPS,MEG,2016-01-21 20:00:00,CST-6,2016-01-22 12:00:00,0,0,0,0,0.0,0.0,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"An upper level low pressure system moved into the Mid-South late in the evening on January 21st, 2016. Precipitation began in the form of freezing rain and changed over to snow during the early morning hours of January 22nd, 2016. The snow tapered off to flurries during the afternoon hours. Total snow accumulations ranged from two to six inches across areas north and west of Paragould, Arkansas. Meanwhile, a narrow corridor of one to three inches fell from near Wynne to a line stretching from West Memphis to Blytheville. The rest of East Arkansas received less than an inch accumulation.",Up to an inch of snow fell.,CSV,0.0
201601,22,100,201601,22,600,101942.0,616321,ARKANSAS,5.0,2016,January,Winter Storm,Z,67,CALHOUN,LZK,2016-01-22 01:00:00,CST-6,2016-01-22 06:00:00,0,0,0,0,0.0,0.0,Post Office,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall amounts of 3-4 inches fell across Calhoun County.,CSV,0.0
201601,22,100,201601,22,600,101942.0,616319,ARKANSAS,5.0,2016,January,Winter Storm,Z,66,OUACHITA,LZK,2016-01-22 01:00:00,CST-6,2016-01-22 06:00:00,0,0,0,0,0.0,0.0,Social Media,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall amounts of 3-4 inches fell across Ouachita County.,CSV,0.0
201601,21,2100,201601,22,100,101942.0,616336,ARKANSAS,5.0,2016,January,Winter Weather,Z,13,SEARCY,LZK,2016-01-21 21:00:00,CST-6,2016-01-22 01:00:00,0,0,0,0,0.0,0.0,Public,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Light snow up to .5 inch fell across Searcy county.,CSV,0.0
201601,21,2100,201601,22,200,101942.0,616337,ARKANSAS,5.0,2016,January,Winter Weather,Z,5,BAXTER,LZK,2016-01-21 21:00:00,CST-6,2016-01-22 02:00:00,0,0,0,0,0.0,0.0,Public,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Light snow up to 1 inch fell across Baxter county.,CSV,0.0
201601,21,2300,201601,22,700,101942.0,616340,ARKANSAS,5.0,2016,January,Winter Weather,Z,7,SHARP,LZK,2016-01-21 23:00:00,CST-6,2016-01-22 07:00:00,0,0,0,0,0.0,0.0,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1-2 inches fell across Sharp county.,CSV,0.0
201601,21,2200,201601,22,500,101942.0,616338,ARKANSAS,5.0,2016,January,Winter Weather,Z,6,FULTON,LZK,2016-01-21 22:00:00,CST-6,2016-01-22 05:00:00,0,0,0,0,0.0,0.0,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1-2 inches fell across Fulton county.,CSV,0.0
201601,21,2200,201601,22,500,101942.0,616341,ARKANSAS,5.0,2016,January,Winter Weather,Z,14,STONE,LZK,2016-01-21 22:00:00,CST-6,2016-01-22 05:00:00,0,0,0,0,0.0,0.0,Public,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1-2 inches fell across Stone county.,CSV,0.0
201601,21,2100,201601,22,400,101942.0,616342,ARKANSAS,5.0,2016,January,Winter Weather,Z,23,VAN BUREN,LZK,2016-01-21 21:00:00,CST-6,2016-01-22 04:00:00,0,0,0,0,0.0,0.0,Public,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1-2 inches fell across Van Buren county.,CSV,0.0
201601,21,2300,201601,22,800,101942.0,616344,ARKANSAS,5.0,2016,January,Winter Weather,Z,16,INDEPENDENCE,LZK,2016-01-21 23:00:00,CST-6,2016-01-22 08:00:00,0,0,0,0,0.0,0.0,Social Media,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1-2 inches fell across Independence county.,CSV,0.0
201601,21,2300,201601,22,700,101942.0,616343,ARKANSAS,5.0,2016,January,Winter Weather,Z,24,CLEBURNE,LZK,2016-01-21 23:00:00,CST-6,2016-01-22 07:00:00,0,0,0,0,0.0,0.0,Public,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 2-3 inches fell across Cleburne county.,CSV,0.0
201601,21,2300,201601,22,900,101942.0,616345,ARKANSAS,5.0,2016,January,Winter Weather,Z,25,JACKSON,LZK,2016-01-21 23:00:00,CST-6,2016-01-22 09:00:00,0,0,0,0,0.0,0.0,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1 inch fell across Jackson county. Light freezing rain fell before the snow fell causing traffic problems.,CSV,0.0
201601,22,100,201601,22,900,101942.0,616346,ARKANSAS,5.0,2016,January,Winter Weather,Z,34,WOODRUFF,LZK,2016-01-22 01:00:00,CST-6,2016-01-22 09:00:00,0,0,0,0,0.0,0.0,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1-3 inches fell across much of Woodruff county.,CSV,0.0
201601,22,200,201601,22,900,101942.0,616348,ARKANSAS,5.0,2016,January,Winter Weather,Z,47,MONROE,LZK,2016-01-22 02:00:00,CST-6,2016-01-22 09:00:00,0,0,0,0,0.0,0.0,Post Office,,,,,,,,,,,,,,,,,,,,,,"Late on the 21st into the 22nd, a strong storm system brought some freezing rain, sleet and heavy snow to a large portion of the area. Precipitation fell as rain at first, but changed to a mix of freezing rain and sleet during the evening hours, then switched over to all snow by midnight on the 22nd. Snow was heavy at times, and piled up quickly (one to over two inches per hour). ||Snow was heaviest from Little Rock (Pulaski County) to Cabot (Lonoke), where six to eight inches was observed. Ice accumulations of a trace to just under a quarter inch were also seen across the area.",Snowfall of 1 inch fell across much of Monroe county.,CSV,0.0
