system:index,Barren land,County,Cultivated crops,Deciduous forest,"Developed, high","Developed, low","Developed, medium","Developed, open",Emergent herbaceous wetlands,Evergreen forest,Grassland/herbaceous,Lichen,Mixed forest,Moss,Open water,Pasture/hay,Perennial ice/snow,Sedge/Herbaceous,Shrub/scrub,Woody wetlands,.geo
00000000000000000035,5626.862745098039,Hot Spring,18064.44705882353,328299.89411764714,4273.533333333333,37666.94901960784,13438.133333333333,68666.27843137254,3238.5254901960784,665454.3215686277,89193.78039215687,0,156938.34117647068,0,22504.64705882353,216931.13725490196,0,0,95282.07058823528,64883.69019607846,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,8055.019607843136,Garland,0,533787.7450980395,13549.250980392157,65667.82745098039,37469.098039215685,128881.44705882354,1119.7098039215687,497917.98823529424,56521.529411764706,0,390687.63921568624,0,162187.3882352941,146404.00000000003,0,0,70254.33725490198,1560.6549019607842,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5,3414.0,Craighead,1441225.945098039,82626.84313725491,13059.69019607843,62176.48235294116,42846.18823529412,89730.4392156863,4585.882352941177,3475.1254901960783,3706.745098039216,0,39509.53333333333,0,19313.4,103843.34509803921,0,0,1518.0,140022.48627450987,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f6,2523.0,Poinsett,1698827.6745098038,58854.23137254901,2610.0470588235294,32308.929411764708,16177.752941176472,58146.313725490196,9377.188235294117,1546.0,1563.0,0,22097.4431372549,0,33176.32156862745,30976.749019607843,0,0,1133.0,228076.01176470588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000201,2985.0,Greene,955540.780392157,187879.96078431373,4433.0392156862745,32158.1137254902,16541.662745098038,60752.44313725489,7345.027450980392,10882.874509803922,4064.247058823529,0,117408.01176470591,0,28518.282352941194,153558.97647058824,0,0,4269.0,81441.07450980392,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,1611.6235294117646,Lincoln,740675.6901960776,60093.5843137255,1568.1215686274509,22030.909803921575,7813.796078431372,31481.207843137247,17041.552941176473,296996.49803921586,44519.466666666674,0,20400.109803921572,0,29704.0705882353,41510.415686274515,0,0,44265.47843137255,286918.8901960785,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,4395.301960784314,Jefferson,1263176.5254901964,101153.67843137254,16524.776470588236,89484.3294117647,42812.58823529411,74979.54901960786,13666.58039215686,381049.807843137,42263.49803921569,0,34123.184313725484,0,93553.10196078433,26631.886274509805,0,0,54079.98039215687,391728.53725490195,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,3202.7333333333336,Lonoke,1247417.0862745126,143212.92941176466,6108.141176470588,51735.274509803916,26684.65882352941,78605.74509803919,20898.015686274513,33520.48235294118,10871.345098039215,0,22149.835294117645,0,85279.87843137255,247410.7607843137,0,0,8006.5137254901965,325301.0117647059,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,825.0,Cleveland,3304.7686274509797,39071.596078431365,944.521568627451,35689.36862745098,4446.776470588235,29894.070588235296,34637.8,813542.3254901962,70324.14117647061,0,12786.058823529413,0,5634.4078431372545,61022.572549019606,0,0,68450.56470588235,542454.3960784314,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,13483.647058823528,Pulaski,267482.44705882354,446461.9137254902,71031.05098039216,198494.60392156866,140267.58039215687,148902.22352941174,10998.196078431372,257875.16470588243,37020.50980392158,0,143525.9215686274,0,124194.64705882351,225773.22352941177,0,0,32810.00784313726,205923.51764705888,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,1421.4666666666667,Grant,6646.0,67773.13333333333,2176.219607843137,46488.7725490196,7062.254901960784,49233.42745098037,22093.447058823524,806613.8196078431,108987.51764705882,0,24021.086274509806,0,5183.419607843137,87011.99607843137,0,0,96422.61960784312,490270.54117647064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,9779.717647058824,Saline,269.0,480494.023529412,10029.800000000001,82462.35686274512,38048.90588235294,127323.09803921572,4791.494117647058,615092.1568627451,112988.43137254906,0,217190.14117647064,0,25001.93333333333,166771.76862745106,0,0,130700.71764705883,81232.83529411763,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8,2234.623529411765,Perry,30188.15294117646,224879.14117647067,627.2039215686275,16815.32156862745,3894.6666666666665,55197.2274509804,4133.054901960784,631311.5686274511,78685.70588235295,0,234806.94117647066,0,29891.78431372549,198850.38431372552,0,0,58253.71372549019,43281.48627450981,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da,6145.349019607844,Faulkner,53386.07058823529,485465.1215686274,14519.917647058825,64084.92941176471,38865.42745098039,95301.20000000001,5747.815686274509,111358.13725490199,35976.882352941175,0,139626.0274509804,0,47256.04313725491,724140.5254901963,0,0,25643.49019607843,63513.56470588236,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f2,8001.7333333333345,White,572814.9490196065,492790.1411764706,13137.505882352943,65232.60392156864,31042.462745098033,106327.86666666667,14846.572549019607,146401.53333333333,47626.51764705883,0,231597.54509803926,0,44426.67843137255,838297.1058823528,0,0,36438.17254901961,350069.79999999993,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f8,513.6980392156863,St. Francis,1272004.380392157,72466.90980392158,3578.8509803921565,25655.552941176476,15389.360784313725,47647.89803921567,10047.627450980393,1960.0,1221.0,0,74267.3137254902,0,29019.90980392157,30295.549019607843,0,0,1741.0,263271.79607843136,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fa,2431.094117647059,Crittenden,1402136.894117647,949.0,11267.549019607843,40561.60392156863,32125.99607843137,44434.427450980394,11639.576470588234,47.0,9718.588235294117,0,979.0,0,73627.968627451,1550.0,0,0,47.0,199784.7372549019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,14201.713725490197,Desha,1340012.6862745099,431.0,2947.9490196078436,21819.21176470588,13100.082352941175,34791.80784313725,50935.16470588236,1830.3254901960784,1331.5529411764705,0,1242.172549019608,0,189384.75686274524,258.0549019607843,0,0,301.0,685765.7725490193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,4624.254901960784,Arkansas,1639798.8431372542,17301.007843137257,6471.925490196078,37364.06274509805,20806.615686274512,53153.75294117648,37925.68627450981,13074.670588235294,4670.349019607844,0,81789.96862745099,0,113496.74117647063,916.0,0,0,4388.0,939094.3411764706,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,650.2705882352941,Monroe,974238.9098039219,10652.133333333333,2125.576470588235,20450.192156862766,9589.650980392158,29429.929411764675,12872.764705882353,2208.2745098039213,93.83921568627451,0,11536.803921568628,0,46029.647058823466,371.0,0,0,261.0,667443.0352941178,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,1520.9254901960785,Drew,365202.4117647058,45763.37254901961,2607.858823529412,54124.71372549022,10047.803921568628,38035.133333333346,29204.737254901964,867458.7647058818,95696.11764705883,0,36985.49411764706,0,13548.364705882354,80046.90588235293,0,0,158534.36862745098,606043.4666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,1679.2235294117647,Ashley,611202.8941176471,15109.890196078431,3984.1411764705886,78303.38039215686,16586.949019607844,44422.94509803921,35702.345098039215,903468.2313725491,91471.63921568627,0,36171.43529411765,0,43329.184313725484,25751.211764705884,0,0,160940.4392156863,638483.349019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,1973.9176470588236,Prairie,1117746.3411764707,102014.44705882353,2269.674509803922,20007.05490196079,12527.964705882352,42804.08235294117,12077.596078431372,26764.262745098036,9903.266666666666,0,30534.333333333332,0,99336.78823529412,62659.729411764696,0,0,4333.0,399286.89411764714,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,882.0431372549019,Dallas,768.7490196078434,53430.62352941178,1287.3529411764707,45633.49411764704,6734.349019607844,40027.176470588216,12719.800000000001,1144288.6470588236,99823.91372549022,0,23168.576470588236,0,3121.56862745098,36527.89411764706,0,0,94054.18823529412,360178.7882352942,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,2603.843137254902,Bradley,8803.0,33424.027450980386,1755.0,49522.737254901964,9519.125490196076,29400.054901960786,39291.262745098036,825309.4274509803,86631.50588235294,0,12784.964705882354,0,12813.199999999995,53271.20392156862,0,0,94931.97647058824,618871.6588235298,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,3776.3843137254908,Lafayette,185338.2274509804,104793.43921568629,1000.4078431372549,22431.62745098039,7913.317647058822,30512.333333333332,16836.811764705883,600913.0039215686,64081.86666666667,0,55971.52156862745,0,53073.36078431375,204534.82352941166,0,0,57986.09803921569,159446.4470588236,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,4577.8117647058825,Pike,649.0,247604.43137254906,1193.686274509804,22092.533333333336,6601.278431372549,69132.32549019609,2654.505882352941,681182.4666666666,113551.67450980394,0,192667.63921568636,0,34451.54509803922,196332.98039215687,0,0,149784.78431372548,44841.47058823529,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,3442.607843137255,Montgomery,0,628597.7294117648,735.4980392156863,18620.01568627451,4040.0196078431372,77122.5411764706,1166.2901960784313,439036.5333333334,26429.23921568627,0,769571.643137255,0,54033.25490196078,233308.99607843137,0,0,44936.63921568628,1969.2039215686275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,7299.898039215686,Howard,0,183448.13725490205,2444.0235294117647,27087.592156862742,9536.498039215687,72314.61960784312,5509.082352941176,501231.4784313726,111063.49411764706,0,186600.65882352943,0,23465.282352941183,371786.47843137267,0,0,141697.78039215686,69686.30196078424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,4090.4352941176467,Sevier,1783.0,187624.6078431372,1912.3254901960784,27826.172549019608,7525.878431372549,54082.450980392176,8370.576470588234,371652.337254902,72209.65098039215,0,208476.07058823522,0,50804.38431372552,340249.56078431377,0,0,117790.67450980397,218359.27843137248,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,4786.0,Polk,0,760727.1607843139,3007.0,29782.047058823526,8767.788235294118,84562.12549019606,615.0,489351.1215686276,98979.61176470589,0,523882.8156862748,0,9303.01568627451,331907.79215686274,0,0,135576.24313725496,708.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,7852.26274509804,Logan,35687.376470588235,366176.1450980393,2176.8627450980393,36751.63921568628,9798.749019607842,54657.58431372551,13441.156862745105,480893.69411764713,47204.46274509804,0,346129.9176470588,0,56075.247058823545,583594.2823529409,0,0,51884.29411764707,12900.654901960783,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3,3233.596078431372,Franklin,9927.282352941176,588949.1529411763,1415.8745098039212,31434.615686274527,7372.199999999998,48931.63137254906,6589.831372549019,239680.27058823526,29154.27843137255,0,132954.95294117642,0,33086.61176470589,616215.4745098044,0,0,29918.298039215675,4299.019607843137,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4,2926.0,Johnson,16912.862745098035,869106.8235294106,2105.176470588235,24485.325490196083,8238.30588235294,74539.36862745095,19556.290196078437,348689.69019607856,34595.447058823534,0,86861.27058823529,0,54355.082352941135,386480.1294117647,0,0,29130.792156862746,6791.7843137254895,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d9,3981.105882352941,Conway,109055.18431372549,302384.674509804,5637.823529411765,29948.411764705867,15303.109803921569,51576.294117647085,7153.2039215686245,289544.48627450987,51165.66666666666,0,131390.8705882353,0,38975.76078431377,477624.67843137257,0,0,45989.76862745099,70997.31372549021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,4778.243137254902,Van Buren,0,975056.2705882355,5224.36862745098,22911.2862745098,8131.8901960784315,75365.62352941177,1155.0,269244.95686274517,37079.5568627451,0,277351.47058823536,0,36122.77647058823,321931.74117647065,0,0,48853.490196078434,1091.8627450980393,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,4557.235294117647,Searcy,0,1235431.8117647055,436.0,11336.098039215687,2329.6862745098038,69924.36470588234,216.0,32540.458823529414,33081.72549019607,0,73987.33333333333,0,3459.6901960784317,425325.3843137255,0,0,30556.4431372549,642.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,7121.454901960784,Marion,0,927297.992156863,1053.7764705882355,18365.698039215687,4837.988235294117,71648.9568627451,782.9254901960785,101947.57647058822,34358.34117647059,0,163264.62745098042,0,134824.50196078428,351452.4274509804,0,0,25052.305882352946,641.5372549019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea,12756.494117647058,Fulton,0,796234.65882353,420.4745098039216,14668.188235294117,3202.1058823529415,73177.45098039217,464.0,20329.17254901961,52973.82352941177,0,154483.25882352944,0,9905.392156862745,614914.1019607843,0,0,30659.396078431375,962.2549019607843,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001eb,11412.219607843137,Izard,156.0,616544.4745098037,1116.007843137255,20770.509803921566,4653.027450980392,65454.78431372548,258.0,68829.7725490196,47615.03921568627,0,366323.1333333333,0,11524.952941176474,429866.6745098038,0,0,35396.57647058824,733.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec,8047.2509803921575,Sharp,92.73333333333333,902312.8901960783,1725.0,17344.725490196077,4908.513725490196,71047.99215686273,400.7725490196079,23480.513725490204,34568.55294117647,0,258800.47058823533,0,8037.470588235294,388072.65490196075,0,0,24447.86666666667,1886.607843137255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed,3359.9764705882353,Randolph,379254.6431372551,677957.2274509799,2203.1725490196077,19500.113725490184,6213.145098039215,58619.55294117647,3298.878431372549,10499.686274509802,23686.18431372549,0,163440.33725490194,0,19262.890196078428,413699.4392156863,0,0,14050.388235294118,92879.47058823527,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,4145.192156862745,Lawrence,878544.9333333301,286786.7098039215,2561.8745098039212,28748.50588235294,13437.862745098038,41234.97254901963,4260.937254901961,4770.137254901961,8381.666666666668,0,91690.41568627451,0,18430.403921568624,213511.12156862742,0,0,5217.850980392157,102903.19215686276,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f0,4806.274509803921,Stone,1702.0,1034080.7568627453,805.9921568627451,14435.23137254902,3467.282352941176,58937.83921568628,252.87450980392157,106604.27450980394,38103.93725490197,0,188673.45098039217,0,8953.611764705878,253341.44705882354,0,0,39006.99607843137,638.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f1,6268.662745098039,Cleburne,500.0,494768.8784313726,5736.364705882353,29364.047058823526,9384.8,65422.647058823575,1376.1411764705883,234822.58823529413,48064.725490196084,0,294130.09411764704,0,112025.7450980392,346683.63137254905,0,0,49208.33333333333,5644.356862745098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f3,365.69019607843137,Woodruff,1238967.835294119,3083.313725490196,1876.0823529411764,16990.003921568637,8130.839215686276,30761.639215686308,10482.325490196079,8000.0,709.8,0,2931.823529411765,0,27364.882352941167,316.9921568627451,0,0,813.0,358545.6039215687,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4,845.9254901960784,Jackson,1362813.9529411756,93503.46274509809,2924.3372549019605,27656.36078431372,14837.227450980385,43836.05882352943,8970.023529411765,2196.0745098039215,2306.2078431372547,0,23718.47058823531,0,26527.439215686274,42575.84313725491,0,0,800.0,192579.2431372549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f7,1034.0,Cross,1333200.3372549023,108576.03137254904,2907.298039215686,22879.450980392157,11708.337254901962,38573.77254901959,8227.552941176473,1637.0,2659.0,0,60868.58823529412,0,23415.592156862745,39613.427450980394,0,0,3163.0,132385.90196078434,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9,2122.8196078431374,Lee,1278945.0117647056,31360.482352941177,1505.1450980392156,13898.282352941176,7028.333333333333,35107.6392156863,13512.4862745098,1381.0,1200.7490196078431,0,42154.419607843134,0,53237.34117647047,3766.0,0,0,338.0,297199.34117647074,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000202,940.3843137254902,Clay,1221447.545098039,139526.60392156863,1628.6823529411765,24801.90588235294,8857.341176470589,51550.94509803921,8492.109803921569,1815.2274509803922,1923.0,0,49043.05490196078,0,14763.470588235296,125383.31764705882,0,0,1772.0,193950.4862745098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fa,5325.058823529412,Chicot,1355208.980392157,168.0,1851.007843137255,19579.83529411764,9981.098039215685,36432.211764705884,32073.262745098036,15524.172549019608,3584.1686274509802,0,1101.078431372549,0,153519.56470588234,377.94117647058823,0,0,1718.0,351475.09803921566,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f1,3918.2078431372547,Carroll,0,761300.8980392154,2069.686274509804,26727.831372549022,9123.411764705881,76477.56470588243,402.3764705882353,82615.7568627451,28627.827450980392,0,114802.54509803923,0,27410.803921568568,679212.9647058808,0,0,23466.976470588237,1652.5450980392156,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009f6,2136.305882352941,Scott,0,286818.2588235294,1535.7176470588236,19558.43137254902,4758.176470588235,75805.99607843137,525.0,1031064.2941176468,33892.64705882353,0,736421.1843137256,0,10836.639215686275,319940.94901960786,0,0,56894.301960784316,4242.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
